,customer_ID,frequency_score,spending_score
1043,13526.0,54,55.2
1044,13528.0,1,2.5
1045,13529.0,15,83.98
1046,13530.0,18,36.13
1047,13531.0,90,412.28
1048,13532.0,66,146.73
1049,13533.0,76,146.93
1050,13535.0,1,8.95
1051,13536.0,179,576.07
1052,13537.0,42,136.1
1053,13538.0,144,621.88
1054,13539.0,88,356.47
1055,13540.0,32,177.52
1056,13541.0,12,47.92
1057,13543.0,47,216.19
1058,13544.0,259,678.46
1059,13545.0,59,152.69
1060,13546.0,153,345.03000000000003
1061,13547.0,47,136.24
1062,13548.0,187,517.02
1063,13549.0,60,189.52
1064,13550.0,44,73.72
1065,13551.0,5,36.95
1066,13552.0,227,893.37
1067,13553.0,94,330.65
1068,13554.0,211,871.49
1069,13556.0,9,18.59
1070,13557.0,183,379.34000000000003
1071,13558.0,175,386.66
1072,13559.0,2,5.5
1073,13560.0,33,98.52
1074,13561.0,233,544.05
1075,13562.0,196,832.33
1076,13563.0,49,417.13
1077,13565.0,60,116.14
1078,13567.0,204,526.18
1079,13568.0,44,132.05
1080,13569.0,214,589.15
1081,13570.0,27,56.77
1082,13572.0,33,148.58
1083,13573.0,89,263.78
1084,13574.0,103,214.6
1085,13575.0,46,98.8
1086,13576.0,290,1013.64
1087,13577.0,174,574.8
1088,13578.0,9,17.73
1089,13579.0,92,332.55
1090,13580.0,5,46.150000000000006
1091,13581.0,33,93.19
1092,13582.0,11,31.490000000000002
1093,13583.0,96,228.721
1094,13584.0,88,203.51999999999998
1095,13585.0,40,58.95
1096,13586.0,21,81.04
1097,13587.0,33,157.64
1098,13588.0,180,249.35
1099,13589.0,52,368.07
1100,13591.0,102,442.23
1101,13592.0,16,100.16
1102,13594.0,35,107.33
1103,13595.0,152,465.05
1104,13596.0,166,378.97
1105,13597.0,19,44.86
1106,13598.0,100,296.63
1107,13600.0,41,114.67
1108,13601.0,195,424.61
1109,13602.0,58,167.92000000000002
1110,13603.0,27,57.02
1111,13604.0,23,118.55
1112,13605.0,53,102.19
1113,13606.0,43,97.56
1114,13607.0,123,409.05
1115,13608.0,36,79.95
1116,13609.0,7,92.35
1117,13611.0,236,628.29
1118,13612.0,52,183.48
1119,13613.0,59,234.35
1120,13616.0,37,110.5
1121,13617.0,108,386.76
1122,13618.0,13,13.46
1123,13619.0,49,154.99
1124,13620.0,5,12.52
1125,13621.0,19,21.45
1126,13622.0,34,118.23
1127,13624.0,24,75.03
1128,13625.0,21,113.71000000000001
1129,13626.0,46,173.60999999999999
1130,13627.0,132,408.1
1131,13628.0,16,66.17
1132,13629.0,87,184.27
1133,13630.0,80,168.67
1134,13631.0,12,74.72
1135,13632.0,224,753.73
1136,13633.0,1,306.66
1137,13635.0,167,389.73
1138,13636.0,64,239.73
1139,13637.0,101,238.95
1140,13638.0,8,23.94
1141,13639.0,59,94.19
1142,13640.0,4,15.0
1143,13641.0,50,193.67
1144,13642.0,115,343.62
1145,13643.0,107,423.91
1146,13644.0,148,469.57
1147,13645.0,5,16.849999999999998
1148,13646.0,59,258.5
1149,13647.0,141,468.35
1150,13648.0,113,350.08
1151,13649.0,126,457.97
1152,13650.0,184,593.14
1153,13651.0,15,115.75
1154,13652.0,159,441.61
1155,13653.0,9,25.05
1156,13655.0,123,410.27
1157,13656.0,90,219.64000000000001
1158,13657.0,16,47.89
1159,13660.0,42,210.62
1160,13661.0,17,68.77
1161,13662.0,148,579.31
1162,13663.0,101,413.38
1163,13664.0,1,13.14
1164,13665.0,106,215.0
1165,13666.0,19,74.15
1166,13667.0,87,211.83
1167,13669.0,14,31.01
1168,13670.0,25,46.92
1169,13671.0,76,146.0
1170,13672.0,28,179.3
1171,13673.0,65,214.62
1172,13674.0,16,73.39
1173,13675.0,25,47.57
1174,13676.0,15,63.85
1175,13677.0,107,375.02
1176,13678.0,16,6.3
1177,13679.0,50,148.02
1178,13681.0,57,165.44
1179,13682.0,3,21.25
1180,13683.0,10,17.3
1181,13684.0,113,261.73
1182,13685.0,39,27.330000000000002
1183,13686.0,34,50.43
1184,13687.0,45,6.8100000000000005
1185,13688.0,5,22.75
1186,13689.0,9,15.45
1187,13690.0,9,53.75
1188,13691.0,54,113.61
1189,13692.0,99,256.56
1190,13693.0,112,489.8
1191,13695.0,96,245.66
1192,13696.0,25,113.21
1193,13697.0,12,16.72
1194,13698.0,40,138.32
1195,13699.0,40,238.6
1196,13700.0,247,390.68
1197,13701.0,10,21.9
1198,13702.0,5,11.89
1199,13703.0,73,243.87
1200,13704.0,135,450.31
1201,13705.0,84,504.39
1202,13706.0,38,167.17
1203,13707.0,155,455.96
1204,13708.0,51,104.93
1205,13710.0,15,24.72
1206,13711.0,103,469.02
1207,13712.0,33,91.79
1208,13713.0,82,233.81
1209,13714.0,30,109.05
1210,13716.0,21,29.81
1211,13717.0,127,303.18
1212,13718.0,12,66.35
1213,13719.0,251,781.87
1214,13720.0,43,136.7
1215,13721.0,42,95.63
1216,13722.0,190,634.77
1217,13723.0,59,197.93
1218,13724.0,42,90.18
1219,13725.0,118,495.55
1220,13726.0,42,45.199999999999996
1221,13727.0,85,500.88
1222,13728.0,164,816.14
1223,13729.0,44,162.17
1224,13730.0,43,139.24
1225,13731.0,38,163.0
1226,13732.0,33,52.14
1227,13733.0,30,82.97
1228,13734.0,30,280.33000000000004
1229,13737.0,30,115.46000000000001
1230,13738.0,92,240.6
1231,13739.0,6,26.5
1232,13740.0,95,319.61
1233,13741.0,35,179.77
1234,13743.0,42,47.379999999999995
1235,13744.0,72,122.92
1236,13745.0,59,52.07
1237,13746.0,9,31.17
1238,13747.0,6,33.4
1239,13748.0,59,186.37
1240,13749.0,2,4.3
1241,13750.0,77,313.11
1242,13751.0,9,31.770000000000003
1243,13752.0,95,329.53000000000003
1244,13753.0,80,150.73
1245,13754.0,21,58.9
1246,13757.0,8,27.77
1247,13759.0,25,84.07
1248,13760.0,120,322.74
1249,13761.0,122,348.89
1250,13762.0,42,50.99
1251,13763.0,53,150.48
1252,13765.0,17,67.681
1253,13766.0,17,35.26
1254,13768.0,43,198.34
1255,13769.0,297,1007.73
1256,13770.0,48,165.66
1257,13771.0,217,617.7
1258,13773.0,19,50.120000000000005
1259,13774.0,22,72.4
1260,13775.0,63,196.88
1261,13778.0,45,177.63
1262,13779.0,27,108.75
1263,13780.0,100,254.3
1264,13781.0,58,226.76
1265,13782.0,245,920.98
1266,13783.0,10,5.59
1267,13784.0,45,139.76
1268,13785.0,30,168.92
1269,13786.0,126,924.63
1270,13787.0,94,297.03
1271,13788.0,1,3.75
1272,13789.0,18,18.64
1273,13790.0,45,34.73
1274,13791.0,17,21.29
1275,13792.0,23,93.55
1276,13793.0,7,13.55
1277,13794.0,9,32.99
1278,13795.0,29,52.96
1279,13796.0,22,50.55
1280,13797.0,80,298.55
1281,13799.0,116,316.77
1282,13800.0,73,195.12
1283,13801.0,23,90.95
1284,13803.0,79,215.62
1285,13804.0,169,504.68
1286,13805.0,13,7.71
1287,13806.0,10,52.33
1288,13807.0,34,235.7
1289,13808.0,76,285.24
1290,13809.0,25,149.7
1291,13811.0,14,564.0
1292,13812.0,36,129.1
1293,13813.0,153,638.51
1294,13814.0,81,256.38
1295,13816.0,33,141.55
1296,13817.0,24,77.27
1297,13818.0,5,6.72
1298,13819.0,104,218.04
1299,13820.0,93,277.24
1300,13821.0,210,748.66
1301,13822.0,96,171.89
1302,13823.0,166,802.69
1303,13824.0,104,307.98
1304,13825.0,40,110.3
1305,13826.0,12,72.14999999999999
1306,13827.0,93,348.21
1307,13828.0,15,28.57
1308,13829.0,2,17.0
1309,13830.0,13,99.85
1310,13831.0,191,854.48
1311,13832.0,58,152.24
1312,13833.0,45,207.34
1313,13834.0,21,153.19
1314,13835.0,73,283.33
1315,13836.0,33,140.35999999999999
1316,13837.0,19,41.760000000000005
1317,13839.0,7,39.45
1318,13840.0,40,114.98
1319,13841.0,1,0.85
1320,13843.0,18,70.5
1321,13844.0,20,49.21
1322,13845.0,9,17.59
1323,13846.0,84,269.19
1324,13847.0,19,112.69
1325,13848.0,11,4.23
1326,13849.0,221,816.93
1327,13850.0,94,227.82
1328,13851.0,141,388.1
1329,13852.0,13,48.35
1330,13853.0,24,108.71
1331,13854.0,187,818.61
1332,13855.0,77,243.74
1333,13856.0,62,231.82
1334,13857.0,129,276.84
1335,13858.0,11,47.69
1336,13859.0,36,156.76
1337,13860.0,77,270.06
1338,13861.0,23,68.34
1339,13862.0,163,288.46
1340,13863.0,74,324.84
1341,13864.0,1,3.45
1342,13865.0,30,117.07
1343,13866.0,7,23.630000000000003
1344,13867.0,61,240.59
1345,13868.0,33,61.19
1346,13870.0,245,600.55
1347,13872.0,61,265.99
1348,13873.0,61,280.28
1349,13874.0,73,277.63
1350,13875.0,270,904.3100000000001
1351,13876.0,7,35.8
1352,13877.0,25,58.71
1353,13878.0,107,473.63
1354,13879.0,25,81.81
1355,13880.0,229,579.4
1356,13882.0,66,239.77
1357,13884.0,194,679.72
1358,13885.0,28,110.9
1359,13886.0,16,60.88
1360,13887.0,19,73.23
1361,13888.0,184,744.13
1362,13889.0,90,280.57
1363,13890.0,183,599.88
1364,13891.0,100,256.75
1365,13892.0,36,34.88
1366,13893.0,21,130.2
1367,13894.0,30,78.76
1368,13895.0,188,794.1800000000001
1369,13896.0,21,68.15
1370,13897.0,59,131.81
1371,13898.0,46,93.38
1372,13899.0,19,57.59
1373,13900.0,96,277.89
1374,13902.0,67,81.25
1375,13903.0,10,31.8
1376,13904.0,26,34.42
1377,13905.0,15,78.7
1378,13906.0,1,0.42
1379,13907.0,4,8.45
1380,13908.0,126,360.74
1381,13909.0,39,136.73
1382,13910.0,1,127.66
1383,13911.0,242,556.13
1384,13912.0,7,34.65
1385,13913.0,3,30.39
1386,13914.0,34,96.72
1387,13915.0,4,15.8
1388,13916.0,75,384.87
1389,13917.0,18,36.4
1390,13918.0,30,65.56
1391,13919.0,82,231.5
1392,13920.0,88,239.59
1393,13921.0,45,247.1
1394,13922.0,33,104.22
1395,13923.0,20,59.49
1396,13924.0,137,386.21999999999997
1397,13925.0,45,304.09
1398,13926.0,11,71.87
1399,13927.0,44,121.8
1400,13928.0,27,155.72
1401,13929.0,60,238.54999999999998
1402,13930.0,17,27.89
1403,13931.0,272,645.69
1404,13932.0,16,97.65
1405,13933.0,23,79.59
1406,13934.0,31,98.8
1407,13935.0,80,315.14
1408,13936.0,60,138.1
1409,13937.0,55,145.71
1410,13938.0,7,7.09
1411,13939.0,113,207.66
1412,13940.0,49,152.95
1413,13941.0,108,353.38
1414,13942.0,1,0.32
1415,13943.0,15,66.08
1416,13944.0,35,63.68
1417,13945.0,51,171.85
1418,13946.0,57,113.98
1419,13947.0,5,14.65
1420,13948.0,25,90.39
1421,13949.0,160,233.06
1422,13950.0,36,168.89
1423,13951.0,39,136.08
1424,13953.0,25,52.11
1425,13954.0,30,181.86
1426,13955.0,87,256.15999999999997
1427,13956.0,152,520.25
1428,13957.0,27,141.5
1429,13959.0,163,390.11
1430,13960.0,12,25.26
1431,13961.0,21,76.15
1432,13962.0,23,136.06
1433,13963.0,176,676.2
1434,13964.0,25,77.68
1435,13965.0,28,120.01
1436,13966.0,22,34.17
1437,13967.0,6,28.099999999999998
1438,13968.0,8,8.01
1439,13970.0,13,42.33
1440,13971.0,265,629.3100000000001
1441,13972.0,15,38.19
1442,13973.0,11,41.32
1443,13974.0,45,129.85
1444,13976.0,56,260.8
1445,13977.0,13,32.66
1446,13978.0,15,18.16
1447,13980.0,69,274.91
1448,13981.0,23,78.45
1449,13982.0,265,603.31
1450,13984.0,94,184.48
1451,13986.0,13,24.2
1452,13987.0,46,88.33
1453,13988.0,300,898.43
1454,13989.0,86,158.10999999999999
1455,13990.0,16,42.56
1456,13991.0,86,130.71
1457,13992.0,11,21.45
1458,13994.0,155,590.83
1459,13995.0,238,570.15
1460,13996.0,33,119.25
1461,13997.0,46,203.74
1462,13998.0,31,148.85
1463,14000.0,52,115.06
1464,14001.0,113,380.46
1465,14002.0,47,113.34
1466,14003.0,16,47.15
1467,14004.0,241,747.8
1468,14005.0,84,185.24
1469,14006.0,77,143.5
1470,14007.0,5,31.79
1471,14008.0,33,70.71
1472,14009.0,76,173.25
1473,14010.0,28,86.9
1474,14011.0,33,44.01
1475,14012.0,11,31.15
1476,14013.0,72,238.32999999999998
1477,14014.0,76,159.18
1478,14015.0,20,62.14
1479,14017.0,14,65.15
1480,14018.0,13,34.17
1481,14019.0,68,177.08
1482,14020.0,76,293.64
1483,14021.0,90,344.15
1484,14022.0,47,83.79
1485,14023.0,31,89.0
1486,14024.0,34,161.91
1487,14025.0,102,422.51
1488,14026.0,50,119.68
1489,14027.0,6,12.86
1490,14029.0,15,65.49
1491,14032.0,255,552.1
1492,14033.0,1,0.19
1493,14034.0,92,213.5
1494,14035.0,154,446.55
1495,14036.0,38,166.13
1496,14037.0,115,266.76
1497,14038.0,168,414.29
1498,14039.0,10,29.450000000000003
1499,14041.0,21,39.29
1500,14042.0,21,78.54
1501,14043.0,43,113.37
1502,14045.0,43,155.51
1503,14046.0,14,7.57
1504,14047.0,171,719.85
1505,14048.0,144,372.18
1506,14050.0,54,83.09
1507,14052.0,125,377.65
1508,14053.0,9,12.18
1509,14054.0,6,9.08
1510,14055.0,33,139.7
1511,14058.0,24,86.28
1512,14059.0,8,18.5
1513,14060.0,272,418.06
1514,14061.0,19,164.44
1515,14064.0,252,384.55
1516,14065.0,50,181.74
1517,14066.0,7,30.55
1518,14067.0,52,148.85
1519,14068.0,112,505.61
1520,14069.0,42,175.97
1521,14070.0,42,200.25
1522,14072.0,19,122.1
1523,14073.0,14,33.59
1524,14074.0,6,5.9
1525,14075.0,81,184.4
1526,14076.0,46,92.42
1527,14077.0,56,145.77
1528,14078.0,163,449.35
1529,14079.0,13,282.90999999999997
1530,14080.0,84,703.44
1531,14082.0,65,148.63
1532,14083.0,255,720.05
1533,14084.0,7,6.22
1534,14086.0,1,39.95
1535,14087.0,223,445.14
1536,14089.0,14,30.9
1537,14090.0,1,1.06
1538,14091.0,13,40.84
1539,14093.0,105,156.42
1540,14094.0,48,126.89
1541,14095.0,1,2.95
1542,14097.0,40,87.0
1543,14098.0,21,35.8
1544,14100.0,26,88.10000000000001
1545,14101.0,91,146.82
1546,14102.0,84,177.83
1547,14103.0,1,0.0
1548,14104.0,143,451.24
1549,14105.0,293,838.63
1550,14106.0,1,8.95
1551,14107.0,239,657.5600000000001
1552,14108.0,55,150.12
1553,14109.0,14,38.55
1554,14111.0,11,41.05
1555,14113.0,145,412.44
1556,14114.0,74,278.17
1557,14115.0,22,48.230000000000004
1558,14116.0,72,234.12
1559,14117.0,3,3.75
1560,14118.0,15,78.3
1561,14119.0,12,46.199999999999996
1562,14120.0,1,5.95
1563,14121.0,161,394.73
1564,14122.0,16,73.98
1565,14123.0,24,78.59
1566,14124.0,5,1.79
1567,14125.0,167,527.94
1568,14126.0,44,122.13
1569,14127.0,117,476.33
1570,14128.0,66,125.97
1571,14129.0,109,264.72
1572,14130.0,224,507.87
1573,14131.0,52,109.47
1574,14132.0,201,346.5
1575,14133.0,38,239.06
1576,14134.0,180,603.74
1577,14135.0,257,547.8
1578,14136.0,108,315.28000000000003
1579,14137.0,14,11.73
1580,14138.0,47,108.65
1581,14139.0,69,136.2
1582,14140.0,67,127.88
1583,14141.0,46,158.18
1584,14142.0,70,157.46
1585,14143.0,7,38.4
1586,14144.0,1,2.55
1587,14145.0,26,124.5
1588,14147.0,33,109.13
1589,14148.0,17,53.620000000000005
1590,14149.0,40,123.94
1591,14150.0,26,43.74
1592,14151.0,45,141.59
1593,14152.0,135,199.64000000000001
1594,14153.0,17,15.43
1595,14155.0,6,32.7
1596,14157.0,90,228.18
1597,14158.0,41,63.0
1598,14160.0,107,269.62
1599,14161.0,310,860.09
1600,14162.0,25,97.23
1601,14163.0,58,257.52
1602,14164.0,29,45.07
1603,14165.0,25,80.94
1604,14166.0,53,174.2
1605,14167.0,121,491.82
1606,14168.0,17,60.25
1607,14169.0,67,260.67
1608,14170.0,165,385.6
1609,14171.0,64,186.95
1610,14172.0,55,304.14
1611,14173.0,34,153.76
1612,14174.0,26,50.37
1613,14176.0,47,168.34
1614,14177.0,211,848.11
1615,14178.0,327,556.92
1616,14179.0,165,464.24
1617,14181.0,54,143.35
1618,14182.0,52,265.29
1619,14183.0,35,188.72
1620,14184.0,24,130.04
1621,14185.0,3,179.2
1622,14186.0,104,153.06
1623,14187.0,8,38.4
1624,14188.0,71,138.18
1625,14189.0,328,810.97
1626,14190.0,1,39.95
1627,14191.0,271,566.66
1628,14192.0,14,23.44
1629,14193.0,64,170.96
1630,14195.0,22,60.07
1631,14196.0,6,19.59
1632,14197.0,20,93.5
1633,14198.0,97,500.46
1634,14199.0,20,103.5
1635,14200.0,21,83.25
1636,14201.0,57,164.0
1637,14202.0,29,245.17999999999998
1638,14203.0,16,86.34
1639,14204.0,232,624.69
1640,14205.0,154,600.88
1641,14206.0,73,180.51
1642,14207.0,2,8.9
1643,14208.0,35,94.89
1644,14211.0,253,725.69
1645,14212.0,21,32.54
1646,14213.0,15,73.35
1647,14214.0,70,160.98
1648,14215.0,193,541.82
1649,14216.0,79,369.28000000000003
1650,14218.0,12,17.28
1651,14219.0,43,167.29
1652,14220.0,38,148.07
1653,14222.0,41,69.98
1654,14223.0,61,241.94
1655,14224.0,238,971.67
1656,14225.0,91,262.84
1657,14226.0,105,297.72
1658,14228.0,38,180.47
1659,14229.0,78,328.68
1660,14230.0,33,181.48
1661,14231.0,73,274.21000000000004
1662,14232.0,118,213.46
1663,14233.0,77,240.41
1664,14234.0,159,252.98
1665,14235.0,149,321.23
1666,14236.0,52,157.39
1667,14237.0,36,182.63
1668,14238.0,13,42.94
1669,14239.0,215,807.89
1670,14240.0,61,194.27
1671,14241.0,12,22.05
1672,14242.0,16,59.53
1673,14244.0,20,23.96
1674,14245.0,112,348.95
1675,14246.0,75,223.01
1676,14247.0,118,458.73
1677,14248.0,47,119.29
1678,14250.0,111,276.08
1679,14251.0,78,161.4
1680,14252.0,10,126.33
1681,14253.0,12,70.75
1682,14254.0,23,56.99
1683,14256.0,139,588.99
1684,14257.0,241,571.91
1685,14259.0,5,14.15
1686,14260.0,51,156.10999999999999
1687,14261.0,52,263.33
1688,14262.0,143,298.97
1689,14263.0,16,37.74
1690,14264.0,84,479.12
1691,14265.0,79,377.19
1692,14266.0,1,1.69
1693,14267.0,68,307.61
1694,14268.0,19,65.25
1695,14269.0,20,103.47
1696,14270.0,29,132.55
1697,14271.0,39,96.89
1698,14272.0,64,148.22
1699,14273.0,29,72.06
1700,14274.0,15,25.0
1701,14275.0,23,44.74
1702,14276.0,144,333.47
1703,14278.0,13,33.97
1704,14279.0,3,13.59
1705,14280.0,8,37.87
1706,14281.0,7,47.0
1707,14282.0,255,409.65
1708,14283.0,41,79.15
1709,14284.0,69,287.48
1710,14285.0,62,404.46
1711,14287.0,11,23.07
1712,14288.0,17,60.85
1713,14289.0,47,251.28
1714,14290.0,172,671.41
1715,14292.0,207,668.32
1716,14293.0,135,392.77
1717,14294.0,23,76.97
1718,14295.0,76,267.75
1719,14296.0,28,101.09
1720,14297.0,64,156.57
1721,14300.0,3,4.1499999999999995
1722,14301.0,60,165.33
1723,14302.0,28,81.4
1724,14303.0,22,32.35
1725,14304.0,99,361.39
1726,14305.0,110,264.84000000000003
1727,14306.0,48,161.56
1728,14307.0,311,844.46
1729,14309.0,195,503.87
1730,14310.0,22,51.0
1731,14311.0,38,178.34
1732,14312.0,180,721.96
1733,14313.0,1,302.31
1734,14314.0,11,14.48
1735,14315.0,137,497.79
1736,14316.0,32,27.55
1737,14317.0,24,74.34
1738,14318.0,9,14.74
1739,14319.0,27,58.42
1740,14320.0,93,326.12
1741,14321.0,181,310.77
1742,14322.0,17,81.55
1743,14323.0,41,123.92
1744,14324.0,41,126.21000000000001
1745,14325.0,18,20.75
1746,14326.0,58,186.93
1747,14327.0,106,234.15
1748,14330.0,13,33.99
1749,14331.0,28,84.53999999999999
1750,14332.0,63,165.68
1751,14333.0,19,159.7
1752,14334.0,260,827.72
1753,14335.0,63,144.24
1754,14336.0,90,145.36
1755,14337.0,36,95.88
1756,14338.0,53,164.14000000000001
1757,14339.0,27,52.68
1758,14340.0,6,17.6
1759,14341.0,268,687.92
1760,14342.0,37,122.0
1761,14343.0,238,573.68
1762,14344.0,243,870.6800000000001
1763,14345.0,6,20.94
1764,14346.0,146,507.53000000000003
1765,14347.0,6,16.4
1766,14348.0,18,53.32
1767,14349.0,31,71.9
1768,14350.0,62,247.49
1769,14351.0,1,4.25
1770,14352.0,47,181.7
1771,14353.0,25,41.65
1772,14354.0,9,11.14
1773,14355.0,71,161.78
1774,14356.0,38,146.68
1775,14357.0,41,79.96000000000001
1776,14358.0,26,55.55
1777,14359.0,58,228.2
1778,14360.0,118,365.85
1779,14361.0,14,37.94
1780,14362.0,41,95.47
1781,14363.0,8,27.42
1782,14364.0,69,208.8
1783,14365.0,51,100.08
1784,14366.0,1,8.5
1785,14368.0,8,49.0
1786,14369.0,26,76.1
1787,14370.0,49,345.24
1788,14371.0,4,15.1
1789,14372.0,39,174.62
1790,14373.0,4,46.5
1791,14374.0,7,58.55
1792,14375.0,216,592.91
1793,14376.0,18,70.74
1794,14377.0,11,100.65
1795,14378.0,9,33.25
1796,14379.0,129,427.68
1797,14380.0,2,197.65
1798,14381.0,114,187.17
1799,14382.0,303,552.18
1800,14383.0,59,196.23
1801,14384.0,3,5.85
1802,14385.0,14,22.630000000000003
1803,14386.0,7,27.200000000000003
1804,14387.0,140,473.5
1805,14389.0,118,223.97
1806,14391.0,14,11.3
1807,14392.0,14,38.0
1808,14393.0,5,26.950000000000003
1809,14394.0,6,15.6
1810,14396.0,291,803.4
1811,14397.0,95,194.75
1812,14398.0,53,207.73000000000002
1813,14399.0,196,516.58
1814,14400.0,77,132.14000000000001
1815,14401.0,270,493.38
1816,14402.0,8,9.2
1817,14403.0,33,199.79
1818,14404.0,213,694.83
1819,14405.0,2,3.9
1820,14406.0,8,30.36
1821,14407.0,76,305.89
1822,14408.0,129,244.13
1823,14409.0,108,256.44
1824,14411.0,14,114.45
1825,14412.0,86,156.53
1826,14413.0,99,590.5500000000001
1827,14414.0,119,216.01000000000002
1828,14416.0,14,23.36
1829,14417.0,137,329.34000000000003
1830,14418.0,124,265.44
1831,14419.0,229,586.0600000000001
1832,14420.0,97,270.36
1833,14421.0,97,256.73
1834,14423.0,16,39.269999999999996
1835,14424.0,1,6.71
1836,14425.0,41,136.68
1837,14427.0,44,420.20000000000005
1838,14428.0,148,609.87
1839,14429.0,22,53.27
1840,14430.0,40,173.1
1841,14431.0,86,318.41
1842,14433.0,77,191.1
1843,14434.0,12,53.42
1844,14435.0,3,1.67
1845,14436.0,11,21.37
1846,14437.0,50,257.8
1847,14438.0,9,14.35
1848,14439.0,129,685.44
1849,14440.0,143,650.1
1850,14441.0,165,1026.61
1851,14443.0,161,398.62
1852,14444.0,13,16.44
1853,14445.0,32,86.95
1854,14447.0,106,275.95
1855,14448.0,20,54.35
1856,14450.0,76,224.45000000000002
1857,14452.0,132,410.47
1858,14453.0,22,83.1
1859,14454.0,111,380.74
1860,14455.0,82,112.69
1861,14457.0,4,5.0200000000000005
1862,14458.0,49,62.98
1863,14459.0,114,446.261
1864,14460.0,48,61.89
1865,14462.0,295,854.91
1866,14463.0,8,52.26
1867,14464.0,4,14.75
1868,14465.0,200,517.09
1869,14466.0,216,644.87
1870,14467.0,308,730.5600000000001
1871,14468.0,12,63.47
1872,14469.0,147,573.16
1873,14470.0,60,281.52
1874,14471.0,41,129.21
1875,14473.0,7,28.75
1876,14474.0,133,554.75
1877,14475.0,53,179.29
1878,14476.0,19,62.15
1879,14477.0,17,30.91
1880,14478.0,68,150.29
1881,14479.0,149,461.62
1882,14480.0,66,185.84
1883,14481.0,153,730.2700000000001
1884,14482.0,255,650.97
1885,14483.0,14,25.62
1886,14484.0,53,110.85
1887,14485.0,47,126.1
1888,14486.0,6,11.7
1889,14487.0,192,498.13
1890,14488.0,49,109.74
1891,14489.0,100,215.86
1892,14490.0,80,152.87
1893,14491.0,21,93.82000000000001
1894,14492.0,104,467.11
1895,14494.0,17,31.49
1896,14495.0,8,29.05
1897,14496.0,114,590.24
1898,14497.0,42,188.76
1899,14499.0,322,674.95
1900,14500.0,7,43.5
1901,14501.0,12,24.650000000000002
1902,14503.0,164,437.26
1903,14504.0,107,372.65
1904,14507.0,277,928.91
1905,14508.0,189,651.02
1906,14509.0,25,87.75
1907,14510.0,79,165.12
1908,14511.0,71,181.97
1909,14512.0,80,235.98
1910,14513.0,25,60.21
1911,14515.0,180,505.22
1912,14516.0,37,105.2
1913,14517.0,18,96.0
1914,14518.0,16,43.19
1915,14519.0,39,109.44
1916,14520.0,4,12.83
1917,14521.0,20,48.1
1918,14522.0,46,119.54
1919,14523.0,12,32.64
1920,14526.0,42,84.53
1921,14528.0,18,35.53
1922,14529.0,229,450.81
1923,14531.0,29,71.48
1924,14533.0,94,222.77
1925,14536.0,19,91.8
1926,14537.0,24,96.97
1927,14538.0,52,399.98
1928,14539.0,32,66.53
1929,14540.0,274,1025.25
1930,14541.0,181,478.81
1931,14542.0,5,27.05
1932,14544.0,192,416.33
1933,14545.0,23,94.94
1934,14548.0,113,343.27
1935,14549.0,144,420.88
1936,14550.0,98,240.91
1937,14551.0,82,257.71
1938,14552.0,157,318.09
1939,14553.0,301,790.17
1940,14554.0,216,595.48
1941,14555.0,121,459.49
1942,14556.0,203,559.99
1943,14557.0,32,50.88
1944,14558.0,17,140.15
1945,14559.0,2,2.1
1946,14560.0,202,881.49
1947,14561.0,69,137.01
1948,14563.0,115,477.42
1949,14564.0,113,421.29
1950,14565.0,162,601.54
1951,14566.0,16,27.36
1952,14567.0,34,125.44
1953,14568.0,48,92.97
1954,14569.0,35,99.66
1955,14570.0,68,223.5
1956,14571.0,31,87.89999999999999
1957,14574.0,11,30.45
1958,14575.0,74,238.51
1959,14576.0,2,5.9
1960,14577.0,185,492.22
1961,14578.0,24,58.83
1962,14579.0,25,49.8
1963,14580.0,1,4.95
1964,14581.0,65,192.10999999999999
1965,14582.0,6,20.34
1966,14584.0,222,608.97
1967,14585.0,111,205.08
1968,14586.0,27,17.42
1969,14588.0,16,44.79
1970,14589.0,6,47.7
1971,14590.0,218,861.93
1972,14591.0,197,553.71
1973,14592.0,164,335.32
1974,14594.0,84,270.78
1975,14595.0,136,354.73
1976,14596.0,57,192.78
1977,14597.0,103,193.35
1978,14598.0,130,184.26
1979,14599.0,82,196.14000000000001
1980,14600.0,54,204.92000000000002
1981,14601.0,7,10.04
1982,14602.0,31,110.32000000000001
1983,14603.0,2,3.3
1984,14604.0,23,46.66
1985,14605.0,111,376.52
1986,14607.0,240,658.57
1987,14608.0,44,176.83
1988,14609.0,14,3.45
1989,14610.0,10,20.1
1990,14611.0,39,87.25
1991,14612.0,14,98.4
1992,14613.0,1,1.06
1993,14614.0,19,52.56
1994,14615.0,51,167.36
1995,14616.0,5,16.12
1996,14617.0,9,25.77
1997,14618.0,54,256.86
1998,14619.0,62,237.65
1999,14620.0,30,92.23
2000,14621.0,180,507.84
2001,14622.0,21,67.46000000000001
2002,14623.0,295,849.49
2003,14624.0,51,119.83
2004,14626.0,237,710.99
2005,14627.0,39,118.05
2006,14628.0,86,303.96
2007,14629.0,153,573.25
2008,14630.0,21,107.2
2009,14631.0,92,242.31
2010,14632.0,8,20.32
2011,14633.0,20,108.05
2012,14634.0,118,264.46
2013,14635.0,15,58.15
2014,14636.0,28,85.07000000000001
2015,14637.0,7,10.12
2016,14638.0,16,66.55
2017,14640.0,223,770.8
